0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,2
24,3
25,3
26,3
27,3
28,3
29,3
30,3
31,3
32,4
33,4
34,4
35,4
36,4
37,4
38,4
39,4
40,5
41,5
42,5
43,5
44,5
45,5
46,5
47,5
48,6
49,6
50,6
51,6
52,6
53,6
54,6
55,6
56,7
57,7
58,7
59,7
60,7
61,7
62,7
63,7
64,8
65,8
66,8
67,8
68,8
69,8
70,8
71,8
72,9
73,9
74,9
75,9
76,9
77,9
78,9
79,9
80,10
81,10
82,10
83,10
84,10
85,10
86,10
87,10
88,11
89,11
90,11
91,11
92,11
93,11
94,11
95,11
96,12
97,12
98,12
99,12
100,12
101,12
102,12
103,12
104,13
105,13
106,13
107,13
108,13
109,13
110,13
111,13
112,14
113,14
114,14
115,14
116,14
117,14
118,14
119,14
120,15
121,15
122,15
123,15
124,15
125,15
126,15
127,15
128,16
129,16
130,16
131,16
132,16
133,16
134,16
135,16
136,17
137,17
138,17
139,17
140,17
141,17
142,17
143,17
144,18
145,18
146,18
147,18
148,18
149,18
150,18
151,18
152,19
153,19
154,19
155,19
156,19
157,19
158,19
159,19
160,20
161,20
162,20
163,20
164,20
165,20
166,20
167,20
168,21
169,21
170,21
171,21
172,21
173,21
174,21
175,21
176,22
177,22
178,22
179,22
180,22
181,22
182,22
183,22
184,23
185,23
186,23
187,23
188,23
189,23
190,23
191,23
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,2
209,2
210,2
211,2
212,2
213,2
214,2
215,2
216,3
217,3
218,3
219,3
220,3
221,3
222,3
223,3
224,4
225,4
226,4
227,4
228,4
229,4
230,4
231,4
232,5
233,5
234,5
235,5
236,5
237,5
238,5
239,5
240,6
241,6
242,6
243,6
244,6
245,6
246,6
247,6
248,7
249,7
250,7
251,7
252,7
253,7
254,7
255,7
256,8
257,8
258,8
259,8
260,8
261,8
262,8
263,8
264,9
265,9
266,9
267,9
268,9
269,9
270,9
271,9
272,10
273,10
274,10
275,10
276,10
277,10
278,10
279,10
280,11
281,11
282,11
283,11
284,11
285,11
286,11
287,11
288,12
289,12
290,12
291,12
292,12
293,12
294,12
295,12
296,13
297,13
298,13
299,13
300,13
301,13
302,13
303,13
304,14
305,14
306,14
307,14
308,14
309,14
310,14
311,14
312,15
313,15
314,15
315,15
316,15
317,15
318,15
319,15
320,16
321,16
322,16
323,16
324,16
325,16
326,16
327,16
328,17
329,17
330,17
331,17
332,17
333,17
334,17
335,17
336,18
337,18
338,18
339,18
340,18
341,18
342,18
343,18
344,19
345,19
346,19
347,19
348,19
349,19
350,19
351,19
352,20
353,20
354,20
355,20
356,20
357,20
358,20
359,20
360,21
361,21
362,21
363,21
364,21
365,21
366,21
367,21
368,22
369,22
370,22
371,22
372,22
373,22
374,22
375,22
376,23
377,23
378,23
379,23
380,23
381,23
382,23
383,23
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,1
393,1
394,1
395,1
396,1
397,1
398,1
399,1
400,2
401,2
402,2
403,2
404,2
405,2
406,2
407,2
408,3
409,3
410,3
411,3
412,3
413,3
414,3
415,3
416,4
417,4
418,4
419,4
420,4
421,4
422,4
423,4
424,5
425,5
426,5
427,5
428,5
429,5
430,5
431,5
432,6
433,6
434,6
435,6
436,6
437,6
438,6
439,6
440,7
441,7
442,7
443,7
444,7
445,7
446,7
447,7
448,8
449,8
450,8
451,8
452,8
453,8
454,8
455,8
456,9
457,9
458,9
459,9
460,9
461,9
462,9
463,9
464,10
465,10
466,10
467,10
468,10
469,10
470,10
471,10
472,11
473,11
474,11
475,11
476,11
477,11
478,11
479,11
480,12
481,12
482,12
483,12
484,12
485,12
486,12
487,12
488,13
489,13
490,13
491,13
492,13
493,13
494,13
495,13
496,14
497,14
498,14
499,14
500,14
501,14
502,14
503,14
504,15
505,15
506,15
507,15
508,15
509,15
510,15
511,15
512,16
513,16
514,16
515,16
516,16
517,16
518,16
519,16
520,17
521,17
522,17
523,17
524,17
525,17
526,17
527,17
528,18
529,18
530,18
531,18
532,18
533,18
